,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,number_absentee_ballots_lost,number_absentee_ballots_not_taken,bogdanov_andrey_vladimirovich_number,bogdanov_andrey_vladimirovich_percent,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,medvedev_dmitry_anatolyevich_number,medvedev_dmitry_anatolyevich_percent,link
2782,"
02.03.2008
",Республика Карелия,Лахденпохская,12534,12250,0,6909,406,4935,406,6909,59,7256,232,122,99,110,15,0,0,0,0,83,1.13,681,9.31,1112,15.2,5380,73.55,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2783,"
02.03.2008
",Республика Карелия,Лоухская,15061,14720,68,7475,381,6796,449,7474,80,7843,274,165,95,109,23,0,0,0,0,122,1.54,1007,12.71,1396,17.62,5318,67.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2784,"
02.03.2008
",Республика Карелия,Медвежьегорская,28841,25710,0,14868,2104,8738,2104,14868,162,16810,367,347,194,20,33,0,0,0,0,204,1.2,1942,11.44,2998,17.66,11666,68.74,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2785,"
02.03.2008
",Республика Карелия,Муезерская,11180,10700,14,6548,450,3688,464,6548,57,6955,230,120,69,110,16,0,0,0,0,73,1.04,799,11.39,1023,14.59,5060,72.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2786,"
02.03.2008
",Республика Карелия,Олонецкая,20956,20000,0,10032,1117,8851,1117,10030,124,11023,333,186,118,147,16,0,0,0,0,184,1.65,1317,11.81,1402,12.58,8120,72.84,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2787,"
02.03.2008
",Республика Карелия,Петрозаводская городская №1,130360,124200,0,66546,1726,55928,1726,66486,984,67228,1570,764,952,806,52,0,0,0,0,1485,2.18,8512,12.48,13078,19.17,44153,64.73,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2788,"
02.03.2008
",Республика Карелия,Петрозаводская городская №2,89192,78150,0,45881,1640,30629,1639,45827,591,46875,1500,530,642,970,28,0,0,0,0,934,1.97,5669,11.94,9569,20.16,30703,64.68,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2789,"
02.03.2008
",Республика Карелия,Питкярантская,18851,18115,0,9401,637,8077,637,9400,113,9924,275,144,98,131,17,0,0,0,0,159,1.58,1081,10.77,1963,19.56,6721,66.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2790,"
02.03.2008
",Республика Карелия,Прионежская,19576,18200,0,9332,771,8097,771,9325,101,9995,311,179,90,132,10,0,0,0,0,108,1.07,1303,12.91,1255,12.43,7329,72.59,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2791,"
02.03.2008
",Республика Карелия,Пряжинская,14052,11940,0,7099,1066,3775,1066,7099,71,8094,229,143,166,86,15,0,0,0,0,126,1.54,970,11.88,891,10.91,6107,74.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2792,"
02.03.2008
",Республика Карелия,Пудожская,20429,19780,0,9837,1049,8894,1049,9825,86,10788,324,267,109,57,24,0,0,0,0,121,1.11,1246,11.46,1880,17.29,7541,69.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2793,"
02.03.2008
",Республика Карелия,Сегежская,35891,29750,77,18754,803,10116,880,18751,249,19382,345,229,192,116,74,0,0,0,0,386,1.97,3176,16.18,4068,20.72,11752,59.86,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2794,"
02.03.2008
",Республика Карелия,Сортавальская городская,27225,26395,0,14721,1031,10643,1031,14716,173,15574,318,247,186,71,30,0,0,0,0,226,1.44,1792,11.38,2829,17.97,10727,68.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2795,"
02.03.2008
",Республика Карелия,Суоярвская,17398,16082,55,9273,847,5907,902,9272,94,10080,308,198,126,110,48,0,0,0,0,174,1.71,1255,12.34,1612,15.84,7039,69.19,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2796,"
02.03.2008
",Республика Карелия,Петрозаводская городская №3 (судовая),774,774,633,98,0,43,633,98,14,717,0,0,0,0,0,0,0,0,0,23,3.15,153,20.93,93,12.72,448,61.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2797,"
02.03.2008
",Тверская область,Андреапольская,11215,10790,0,6306,1896,2588,1896,6306,117,8085,316,314,239,2,79,0,0,0,0,92,1.12,939,11.45,1470,17.92,5584,68.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2798,"
02.03.2008
",Тверская область,Бежецкая,32574,32011,0,19872,3655,8484,3655,19866,166,23355,551,527,441,24,42,0,0,0,0,179,0.76,2225,9.46,4661,19.82,16290,69.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2799,"
02.03.2008
",Тверская область,Бельская,6071,5605,0,2621,1240,1744,1240,2619,16,3843,125,114,67,11,23,0,0,0,0,31,0.8,320,8.29,885,22.93,2607,67.56,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2800,"
02.03.2008
",Тверская область,Бологовская,33536,33347,0,17912,3895,11540,3894,17908,195,21607,610,591,632,19,90,0,0,0,0,249,1.14,2404,11.03,3786,17.37,15168,69.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2801,"
02.03.2008
",Тверская область,Весьегонская,12335,11900,0,5364,2652,3884,2652,5364,69,7947,219,212,106,7,21,0,0,0,0,91,1.14,850,10.6,1392,17.37,5614,70.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2802,"
02.03.2008
",Тверская область,Вышневолоцкая ,21936,18483,0,12716,2707,3060,2707,12715,115,15307,488,443,259,45,51,0,0,0,0,126,0.82,1615,10.47,2400,15.56,11166,72.4,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2803,"
02.03.2008
",Тверская область,Вышневолоцкая городская,44358,36666,0,24544,2391,9731,2391,24538,250,26679,728,665,646,63,85,0,0,0,0,387,1.44,3372,12.52,5733,21.29,17187,63.82,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2804,"
02.03.2008
",Тверская область,Жарковская,5516,5071,0,3349,1037,685,1037,3349,43,4343,189,164,76,25,1,0,0,0,0,45,1.03,417,9.51,760,17.33,3121,71.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2805,"
02.03.2008
",Тверская область,Западнодвинская,14667,15161,0,9701,3020,2440,3020,9699,31,12688,445,391,178,54,48,0,0,0,0,63,0.5,715,5.62,1360,10.69,10550,82.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2806,"
02.03.2008
",Тверская область,Зубцовская,14442,13710,0,8187,2447,3076,2447,8187,134,10500,473,473,165,0,37,0,0,0,0,161,1.51,1352,12.71,2055,19.32,6932,65.19,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2807,"
02.03.2008
",Тверская область,Калининская,43736,39495,0,21594,4423,13478,4423,21587,425,25585,515,455,542,60,41,0,0,0,0,366,1.41,2905,11.17,4405,16.94,17909,68.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2808,"
02.03.2008
",Тверская область,Калязинская,18116,16990,0,11396,2450,3144,2449,11389,158,13680,681,680,238,1,49,0,0,0,0,150,1.08,1415,10.23,2042,14.76,10073,72.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2809,"
02.03.2008
",Тверская область,Кашинская,24038,21840,0,14130,3692,4018,3691,14129,134,17686,740,728,319,12,40,0,0,0,0,262,1.47,1873,10.51,3277,18.39,12274,68.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2810,"
02.03.2008
",Тверская область,Кесовогорская,7042,6860,0,3476,1571,1813,1571,3476,30,5017,146,145,36,1,14,0,0,0,0,60,1.19,598,11.85,963,19.08,3396,67.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2811,"
02.03.2008
",Тверская область,Кимрская,12321,10600,0,5744,2221,2635,2221,5743,75,7889,312,272,192,40,10,0,0,0,0,68,0.85,851,10.69,1372,17.23,5598,70.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2812,"
02.03.2008
",Тверская область,Кимрская городская,45225,40350,0,23615,2150,14585,2149,23595,272,25472,670,621,355,49,37,0,0,0,0,295,1.15,2284,8.87,5707,22.17,17186,66.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2813,"
02.03.2008
",Тверская область,Конаковская,77130,72482,0,40425,3068,28989,3068,40408,471,43005,1322,1097,837,225,23,0,0,0,0,570,1.31,4681,10.77,8994,20.69,28760,66.15,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2814,"
02.03.2008
",Тверская область,Краснохолмская,10678,10000,0,5028,2197,2775,2197,5028,13,7212,214,208,62,6,22,0,0,0,0,48,0.66,809,11.2,1303,18.03,5052,69.92,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2815,"
02.03.2008
",Тверская область,Кувшиновская,13303,10488,0,7264,1345,1879,1345,7260,62,8543,167,127,118,40,8,0,0,0,0,82,0.95,957,11.12,1508,17.52,5996,69.68,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2816,"
02.03.2008
",Тверская область,Лесная,4916,4420,0,2480,1375,565,1375,2480,34,3821,143,140,16,3,11,0,0,0,0,34,0.88,368,9.55,528,13.7,2891,74.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2817,"
02.03.2008
",Тверская область,Лихославльская,23445,22400,0,13894,2693,5813,2693,13894,120,16467,750,728,317,22,90,0,0,0,0,212,1.28,2128,12.83,2613,15.75,11514,69.42,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2818,"
02.03.2008
",Тверская область,Максатихинская,15611,14786,0,7279,2259,5248,2259,7279,53,9485,267,265,142,2,13,0,0,0,0,96,1.01,1021,10.7,1601,16.79,6767,70.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2819,"
02.03.2008
",Тверская область,Молоковская,4759,4700,0,2572,1377,751,1377,2572,15,3934,299,295,30,4,61,0,0,0,0,33,0.84,332,8.41,471,11.93,3098,78.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2820,"
02.03.2008
",Тверская область,Нелидовская,26654,23580,0,17407,2790,3383,2790,17397,239,19948,461,461,284,0,279,0,0,0,0,230,1.14,2108,10.44,4843,23.99,12767,63.24,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2821,"
02.03.2008
",Тверская область,Озерная поселковая,8289,7590,243,6259,329,759,572,6252,70,6754,289,273,99,16,191,0,0,0,0,75,1.1,963,14.11,795,11.65,4921,72.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2822,"
02.03.2008
",Тверская область,Оленинская,11021,10901,0,6579,3560,762,3560,6579,57,10082,337,310,180,27,38,0,0,0,0,56,0.55,656,6.47,1246,12.29,8124,80.13,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2823,"
02.03.2008
",Тверская область,Осташковская,22034,21147,0,11875,2167,7105,2167,11874,174,13867,353,336,284,17,35,0,0,0,0,206,1.47,1561,11.12,2826,20.13,9274,66.05,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2824,"
02.03.2008
",Тверская область,Пеновская,6125,5815,0,3566,917,1332,917,3566,33,4450,128,128,68,0,23,0,0,0,0,61,1.36,418,9.32,844,18.83,3127,69.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2825,"
02.03.2008
",Тверская область,Рамешковская,11609,11000,0,5335,2469,3196,2469,5335,72,7732,196,176,101,20,14,0,0,0,0,62,0.79,663,8.5,1143,14.65,5864,75.14,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2826,"
02.03.2008
",Тверская область,Ржевская,10975,10218,0,6381,2438,1399,2438,6381,54,8765,431,418,238,13,78,0,0,0,0,78,0.88,807,9.15,1337,15.16,6543,74.19,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2827,"
02.03.2008
",Тверская область,Ржевская городская,51857,50023,0,29678,2154,18191,2154,29667,499,31322,563,530,472,33,250,0,0,0,0,491,1.54,3601,11.32,8786,27.61,18444,57.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2828,"
02.03.2008
",Тверская область,Сандовская,6480,6395,0,4480,1240,675,1240,4479,25,5694,330,310,113,20,50,0,0,0,0,41,0.72,449,7.85,503,8.8,4701,82.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2829,"
02.03.2008
",Тверская область,Селижаровская,10506,11085,0,5754,1692,3639,1692,5752,49,7395,429,429,169,0,19,0,0,0,0,68,0.91,775,10.41,1175,15.78,5377,72.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
2830,"
02.03.2008
",Тверская область,Солнечная поселковая,1733,1300,0,1215,45,40,45,1215,11,1249,31,31,42,0,9,0,0,0,0,26,2.06,139,11.03,241,19.13,843,66.9,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249957&vrn=100100022176412&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
